,country,year,born,male_born,female_born,birth_rate,fertility_rate,variation
543,slovenia,2019,19328.0,9977.0,9351.0,9.3,1.61,0.63
544,slovakia,2019,57054.0,29143.0,27911.0,10.5,1.57,1.95
545,sierra_leone,2019,,,,32.88,4.17,-2.21
546,san_marino,2019,232.0,121.0,107.0,6.7,1.26,
547,senegal,2019,,,,33.95,4.56,-1.49
548,somalia,2019,,,,41.59,5.98,-1.55
549,surinam,2019,,,,18.3,2.39,-0.99
550,south_sudan,2019,,,,34.65,4.62,-1.64
551,sao_tome_principe,2019,,,,31.15,4.27,-1.25
552,the_savior,2019,,,,18.05,2.02,-0.88
553,syria,2019,,,,23.22,2.77,-1.32
554,swatini,2019,,,,25.88,2.96,-1.07
555,chad,2019,,,,41.67,5.65,-1.71
556,togo,2019,,,,32.71,4.26,-1.41
557,thailand,2019,,,,10.17,1.51,-0.72
558,tajikistan,2019,,,,30.04,3.56,-0.81
559,east_timor,2019,,,,29.28,3.94,-1.99
560,turkmenistan,2019,,,,23.07,2.74,-1.65
561,tunisia,2019,,,,17.09,2.17,-1.05
562,tonga,2019,,,,24.01,3.52,-1.07
563,turkiye,2019,1183652.0,606861.0,576791.0,14.3,1.88,-5.53
564,trinidad_tobago,2019,,,,12.58,1.71,-0.81
565,tanzania,2019,,,,36.34,4.83,-1.23
566,ukraine,2019,308817.0,159792.0,149025.0,7.4,1.14,-5.0
567,uganda,2019,,,,37.38,4.82,-2.64
568,uruguay,2019,48200.0,,,13.74,1.96,-0.51
569,uzbekistan,2019,,,,24.3,2.79,6.95
570,saint_vincent_the_grenadines,2019,,,,14.09,1.87,-1.0
571,venezuela,2019,615132.0,316884.0,298248.0,17.57,2.25,-0.97
572,vietnam,2019,,,,16.45,2.05,0.05
573,vanuatu,2019,,,,29.18,3.74,-1.0
574,samoa,2019,,,,24.1,3.83,-1.21
575,yemen,2019,,,,29.87,3.7,-2.43
